const,X5,X7,X8,X12,X13,X14,X16,X17,X19,X24,X25,X27,X28,X35,X36,X37,X38,X42,X44,X45,X46,X48,X52,X53,X54,X55,Y_train
1.0,-0.0,0.08423504293783142,0.08155832734620143,0.39456596479829975,-0.0,-0.0,-0.0,0.10918956478105156,1.2002609717902761,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2304576765121158,-0.0,-0.0,0.5001778552916141,1
1.0,-0.0,-0.0,0.031136364385705242,0.4581923383900047,0.07742201086735814,0.03877825468798926,0.1414026168817254,0.10737841800295328,1.351197326498497,0.06947196323676025,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.015862280529201855,0.0576657162962922,-0.0,-0.0,0.22045278441854774,0.06728323123413844,0.03190143018707385,0.787628926945989,1
1.0,-0.0,-0.0,-0.0,0.35495577918279303,-0.0,-0.0,-0.0,-0.0,1.8472719776564004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.15795978366671493,-0.0,-0.0,-0.0,-0.0,-0.0,0.5001778552916141,0
1.0,-0.0,-0.0,-0.0,-0.0,0.07743988475129676,-0.0,-0.0,-0.0,1.0655866825413427,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10037438714548352,-0.0,-0.0,-0.0,-0.0,0.08955011927977274,-0.0,-0.0,-0.0,-0.0,0.7725581821972973,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6412091966673106,-0.0,0.270999327838623,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6002706794651256,0
1.0,-0.0,0.08384587390870638,-0.0,0.31430596107458614,0.07424941104624765,-0.0,0.17842993378566294,0.0980106396023656,1.0098614692832877,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.14381443622062098,-0.0,-0.0,0.10948597469953474,-0.0,0.031692755481618526,0.9032223041701807,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9242141935243617,0.06948264784476897,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06467641986196712,-0.0,0.20420590296591828,-0.0,-0.0,-0.0,-0.0,-0.0,0.5173334530504804,0
1.0,0.08063563764359079,-0.0,0.05621020352557908,0.43808642135908077,-0.0,-0.0,-0.0,-0.0,0.09467870730447539,-0.0,0.24856685798218361,-0.0,-0.0,-0.0,0.06489941899227492,-0.0,-0.0,-0.0,0.03825725930236377,-0.0,-0.0,-0.0,-0.0,0.02528084688002452,-0.0,0.6422799592740204,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1521143713873284,-0.0,0.7547020214743171,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2016102319617197,-0.0,-0.0,-0.0,-0.0,0.026030585095582724,0.8266921209134773,0
1.0,-0.0,-0.0,-0.0,0.2223734100234189,-0.0,-0.0,-0.0,-0.0,0.7785152897882263,-0.0,0.27712151796885437,0.20979260443704278,0.07264588829039105,0.06569365634273668,0.06424869088296606,0.09406005800279407,-0.0,-0.0,-0.0,0.19805276719779982,-0.0,-0.0,0.046034774787827956,-0.0,0.030645600644465212,0.6934464537319498,0
1.0,-0.0,-0.0,-0.0,0.2223734100234189,-0.0,-0.0,-0.0,-0.0,0.6469232932899227,-0.0,0.2636689907490129,0.21850642269107057,0.07257259443733297,0.06569365634273668,0.06513594050360659,0.10025846581739335,-0.0,-0.0,-0.0,0.1524320269637282,0.08954959197566306,-0.0,-0.0,-0.0,-0.0,0.687582023527212,0
1.0,-0.0,-0.0,-0.0,0.28086918878618145,-0.0,-0.0,-0.0,-0.0,1.391761790570387,0.06918312321647908,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.17312725581557595,-0.0,-0.0,0.2007899195132229,-0.0,-0.0,0.714698880693585,0
1.0,-0.0,0.08426842558346964,0.08128156669532682,0.4368385527911415,-0.0,-0.0,-0.0,0.10950088700484961,1.4634108001022257,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.19216389374752335,-0.0,-0.0,0.8632268832925599,1
1.0,0.15670802229358954,-0.0,0.06333344129104466,0.2535812102166513,-0.0,-0.0,0.08868353986878055,-0.0,1.1124162727283318,0.06698616533713288,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.044502735521388566,-0.0,0.7327741123065978,1
1.0,-0.0,-0.0,-0.0,0.36648897646329354,-0.0,-0.0,-0.0,-0.0,0.8670975015344405,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06466608948938853,-0.0,0.19267120906184376,-0.0,-0.0,-0.0,-0.0,-0.0,0.5854896461822863,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4948915313842777,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1376026794960826,-0.0,-0.0,0.5728922536753586,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06512912264732922,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5939251158508732,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2548361092825179,0.07689010945354041,-0.0,0.9735872076364465,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10947391410442028,0.8530188748955451,-0.0,0.2757722405912548,-0.0,0.07261727792058303,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.05642214865663914,0.030645600644465212,0.7191256765095807,0
1.0,-0.0,-0.0,-0.0,0.39456596479829975,-0.0,-0.0,-0.0,-0.0,0.4549114069051734,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06167153020494614,-0.0,0.7660817765769873,0
1.0,0.2450232476432182,-0.0,0.08155780070210923,-0.0,-0.0,-0.0,-0.0,0.109039570834956,0.911152551810625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08766800045416621,-0.0,-0.0,0.5557817775464484,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10950078408723986,-0.0,-0.0,-0.0,0.21966582718775154,-0.0,-0.0,-0.0,-0.0,-0.0,0.06467643446332455,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5557817775464484,0
1.0,-0.0,0.06647363771952067,-0.0,0.4082772939220061,-0.0,-0.0,-0.0,0.0980106396023656,0.9651834910331806,0.06749246480279347,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.040475316028262126,0.07646626246402717,0.03207142044028046,0.9379125640575975,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2576725373871874,-0.0,-0.0,0.5001778552916141,0
1.0,-0.0,-0.0,-0.0,0.445265505826132,-0.0,-0.0,-0.0,-0.0,0.766699120469718,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.20188034532594412,-0.0,-0.0,-0.0,-0.0,-0.0,0.5854896461822863,0
1.0,-0.0,-0.0,0.07967846615084416,0.35733396861649325,-0.0,0.03876429313197048,0.14727408588945687,0.10289586373709013,0.6961620044121947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10030735025353964,-0.0,-0.0,-0.0,0.15964740807509264,-0.0,-0.0,0.2464505996916196,0.07770834059982415,0.02769985276591187,0.9493764232657539,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7175712680334655,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.20065743584111861,-0.0,-0.0,-0.0,-0.0,-0.0,0.6565745086399604,0
1.0,-0.0,-0.0,0.07930400778229674,0.3771816935188266,0.03619845288426539,0.036149105597224944,-0.0,0.1088407060332638,-0.0,-0.0,0.2603759439014568,-0.0,-0.0,-0.0,0.06244948018326041,0.03864106651749148,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03781179127114283,-0.0,0.6511666006734188,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2728925298423149,-0.0,-0.0,-0.0,0.06516884737019232,0.10037404723268886,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.11908138935831483,-0.0,-0.0,0.6402146329273755,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2775828655054815,0.21992676307557193,0.07265278445252517,0.06572906664962273,0.06516884944190204,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7831314736103212,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.17794276981926388,-0.0,1.41536085877395,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.20213016510795837,-0.0,-0.0,0.1424747087361758,0.0727298817794085,-0.0,0.8476972564597169,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2701624544784522,-0.0,-0.0,-0.0,-0.0,0.10037070889488477,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6172941513053654,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.22014791367392292,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5001778552916141,0
1.0,0.08694597385277635,-0.0,-0.0,0.39988524005439535,0.0774300240759626,-0.0,0.16566182966235427,0.09296729302601932,1.4711078789367311,0.06918312321647908,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08186670168528937,-0.0,0.01979938337510253,0.22778964723009823,0.05616775138325311,0.032067497958025874,0.8919634231123563,1
1.0,-0.0,0.08424784780071948,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.41536085877395,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.19908841932918364,-0.0,-0.0,0.5677116638990275,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.97556454267507,-0.0,-0.0,0.22014206839159806,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2058871680825075,-0.0,-0.0,-0.0,-0.0,-0.0,0.5001778552916141,0
1.0,0.12915646573424164,-0.0,-0.0,0.519657576588909,-0.0,-0.0,0.11146356652943468,-0.0,1.1516961274036386,-0.0,0.12927072928421834,-0.0,-0.0,-0.0,-0.0,0.08263420064767962,-0.0,-0.0,0.04288985381222063,-0.0,-0.0,-0.0,-0.0,-0.0,0.028293347686331613,0.6756841861201578,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03877825468829641,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06516750514047605,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.12045293787671339,0.07663165488407231,-0.0,0.7946550911480055,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5001778552916141,0
1.0,0.26968868604899443,-0.0,-0.0,0.5729588493204419,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06467642409828692,-0.0,-0.0,-0.0,-0.0,0.23928766373046018,-0.0,-0.0,0.6002706794651256,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4664998287814321,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08954453641600485,-0.0,-0.0,-0.0,-0.0,0.6002706794651256,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6670150153088994,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2776940514408596,0.22014548444159707,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5001778552916141,0
1.0,0.14578169295374557,-0.0,-0.0,-0.0,-0.0,-0.0,0.12293902592013249,-0.0,0.9045371987532704,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0806764753970792,-0.0,0.0679364869912745,-0.0,-0.0,0.5569649238791196,0
1.0,0.12915646573424164,-0.0,-0.0,-0.0,0.07742201086735814,-0.0,0.06846273993058195,-0.0,0.17185747556334127,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.05534216919291421,-0.0,-0.0,-0.0,-0.0,0.6015479545318977,0
1.0,0.22257289708077577,-0.0,-0.0,0.486815939611363,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2700614383046807,-0.0,0.07250661043088827,0.06566030502383757,0.06510457949587012,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6610126429935292,0
1.0,-0.0,-0.0,-0.0,0.385186174751943,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.19915355070955332,-0.0,-0.0,-0.0,0.06516863973748181,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6059549929012994,0
1.0,0.18567332159136127,-0.0,0.07084038934852374,0.3771816935188266,-0.0,0.03876429313197048,-0.0,-0.0,1.0156237313848455,0.04938104125093457,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.14140411299357192,-0.0,-0.0,0.15050532242277195,0.02528084688002452,0.019691792526440544,0.7909370698360879,1
1.0,0.276075565578955,0.08409779429198136,-0.0,0.4571816256357811,-0.0,-0.0,-0.0,0.10854226476037568,1.2002609717902761,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.05764769721080902,-0.0,0.8689100886442997,1
1.0,0.2728477229528469,0.08426458418055001,-0.0,0.3112192250571678,0.07717592221058882,-0.0,0.16407339644583335,0.10950070805352033,1.4268704306690263,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.24543674278642796,0.07626360542223054,-0.0,0.8303999532904702,1
1.0,0.16009015030515708,-0.0,-0.0,0.04686367356663359,-0.0,0.015507522262246972,0.018750960498740483,-0.0,0.04862432798675528,-0.0,0.21003169758865434,0.03592556395563702,-0.0,-0.0,0.009227925702274483,0.09789808729283538,-0.0,-0.0,-0.0,0.009713716083627503,-0.0,0.01254448767816857,-0.0,0.0038919580658116357,-0.0,0.7249461545336093,0
1.0,0.27664049831452375,0.08427654372412885,-0.0,0.5443266546975386,-0.0,-0.0,-0.0,-0.0,1.730601637048486,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9048921285340736,1
1.0,0.2561453570813167,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.04929960530641,-0.0,-0.0,0.20038186039667466,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.024412412736895466,0.6909739134743667,0
1.0,0.11488680968671355,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10082566278055832,0.5643098972446868,0.06127553982076366,-0.0,0.10796661945755057,0.07257259443733297,-0.0,-0.0,-0.0,-0.0,-0.0,0.04156279549398233,-0.0,-0.0,-0.0,0.020871207480800322,0.07697861655860362,-0.0,0.7972135108712189,0
1.0,0.24854252819977243,-0.0,-0.0,0.4996151734026577,0.07455500283248408,-0.0,0.13616766609495645,-0.0,1.1124162727283318,0.06770334295081273,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.24105547865581048,0.07178575734623596,0.024412412736895466,0.8691533613123991,1
1.0,-0.0,-0.0,-0.0,0.4601800618208182,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.27543733315848656,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.04291346024090714,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5593124472783148,0
1.0,0.23781469266190125,0.08414134150603621,-0.0,-0.0,0.07737550248093941,-0.0,-0.0,-0.0,0.8422889928450932,0.0694543705645963,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.22751264726593282,0.060091049969983996,-0.0,0.8868584582770855,1
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2201480484899263,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6670150153088994,0
1.0,0.141859314131841,-0.0,-0.0,0.22710050071400542,-0.0,-0.0,0.16407339644583335,-0.0,0.9465480222100456,0.06551096385779358,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.007509588575057771,-0.0,-0.0,-0.0,-0.0,-0.0,0.18141983299374978,0.07007479442252669,0.028897329271922977,0.7194422912032322,1
1.0,-0.0,-0.0,-0.0,0.5292950033798778,-0.0,-0.0,-0.0,-0.0,1.1682441818797489,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06467643434414494,-0.0,0.19578295570314413,-0.0,-0.0,0.23746292920958487,-0.0,-0.0,0.6850138913432571,0
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10036034978205406,-0.0,-0.0,-0.0,-0.0,-0.0,0.01990456463255523,-0.0,-0.0,-0.0,0.669773359205528,0
